Country,City,UpdateTimeUTC,JamsDelay,TrafficIndexLive,JamsLengthInKms,JamsCount,TrafficIndexWeekAgo,UpdateTimeUTCWeekAgo,TravelTimeLivePer10KmsMins,TravelTimeHistoricPer10KmsMins,MinsDelay
IND,mumbai,16:30.0,473.7,19,36.1,115,29,16:30.0,25.10440985,27.80760366,-2.703193803
IND,mumbai,16:30.0,247.4,14,20.9,67,22,16:30.0,24.21158874,28.09318421,-3.88159547
IND,mumbai,16:30.0,127.2,7,9.3,33,11,16:30.0,22.65907195,27.76102407,-5.101952119
IND,mumbai,16:30.0,92.3,3,6.5,25,4,16:30.0,21.37530939,26.56616168,-5.190852291
IND,mumbai,31:30.0,88.3,0,5.3,20,0,31:30.0,19.19637419,20.7643126,-1.56793841
IND,mumbai,31:30.0,41.8,0,3.8,8,0,31:30.0,18.35397041,18.34534245,0.00862796
IND,mumbai,31:30.0,37.3,0,4.7,11,0,31:30.0,17.5634233,17.11841333,0.445009973
IND,mumbai,31:30.0,24.3,0,2.7,5,0,31:30.0,17.31353322,16.70059241,0.612940816
IND,mumbai,31:30.0,7.4,0,1,3,0,31:30.0,17.77472471,16.57411072,1.200613997
IND,mumbai,31:30.0,42,0,2.2,10,0,31:30.0,18.90415667,16.93954554,1.964611129
IND,mumbai,31:30.0,125.9,0,9.9,27,0,31:30.0,20.88424457,17.65941824,3.224826328
IND,mumbai,31:30.0,286.1,9,25.2,65,6,31:30.0,23.55872056,18.66268918,4.896031384
IND,mumbai,31:30.0,356.8,15,35.9,79,17,31:30.0,24.82858566,20.9072542,3.921331464
IND,mumbai,31:30.0,316.2,24,33.8,81,29,31:30.0,26.83648053,23.26450935,3.571971175
IND,mumbai,31:30.0,472.5,33,42.4,114,42,31:30.0,28.76228441,26.59461758,2.167666825
IND,mumbai,31:30.0,685.3,42,61.8,168,59,31:30.0,30.81623383,30.30587319,0.510360639
IND,mumbai,31:30.0,1123.9,54,103.6,259,76,31:30.0,33.46403435,33.42709448,0.036939871
IND,mumbai,46:30.0,1505.9,59,150.8,365,82,46:30.0,34.58706254,33.94822288,0.638839651
IND,mumbai,16:00.0,1503.7,55,156.4,372,76,16:30.0,33.73927665,33.0952594,0.644017249
IND,mumbai,16:30.0,823.7,40,93,230,56,16:30.0,30.45372346,29.96431621,0.489407247
IND,mumbai,16:30.0,614.8,30,67.6,175,46,16:30.0,28.16103716,27.64076889,0.520268268
IND,mumbai,16:30.0,494.9,23,44.2,131,40,16:30.0,26.5629339,26.48614525,0.076788654
IND,mumbai,31:30.0,414.2,25,38.1,118,36,31:30.0,26.87793979,26.86504089,0.012898902
IND,mumbai,31:30.0,584.2,30,59.9,166,43,31:30.0,28.29190802,28.48447315,-0.19256513
IND,mumbai,01:30.0,619,30,63.2,174,43,01:30.0,28.25115328,28.81264075,-0.561487468
IND,mumbai,16:30.0,463.9,26,48.1,135,37,16:30.0,27.38338989,28.65780607,-1.274416181
IND,mumbai,16:30.0,213.8,20,22.9,70,32,16:30.0,25.85624396,28.39402001,-2.537776046
IND,mumbai,16:30.0,192.8,15,20.9,61,25,16:30.0,24.64871103,27.41468042,-2.765969391
IND,mumbai,16:30.0,83.6,4,7.6,30,8,16:30.0,21.99042938,23.8672421,-1.876812713
IND,mumbai,31:30.0,44.7,0,8.2,10,0,31:30.0,18.92253921,18.60615863,0.316380578
IND,mumbai,31:30.0,61.1,0,7.9,17,0,31:30.0,17.50258302,17.13213789,0.370445135
IND,mumbai,31:30.0,74.1,0,10.3,10,0,31:30.0,16.7461281,16.35708322,0.389044878
IND,mumbai,31:30.0,41.6,0,8.7,9,0,31:30.0,16.71872072,16.17001186,0.548708858
IND,mumbai,31:30.0,58.2,0,7,11,0,31:30.0,17.19901861,16.57910633,0.619912278
IND,mumbai,31:30.0,65.3,0,5.2,9,0,31:30.0,18.08236402,17.37278912,0.709574896
IND,mumbai,31:30.0,59.1,0,8.6,18,0,31:30.0,19.84935857,18.35300925,1.496349323
IND,mumbai,31:30.0,94.4,2,12.5,24,9,31:30.0,21.81705695,20.4275738,1.389483146
IND,mumbai,31:30.0,169.5,14,13.4,37,19,31:30.0,24.54251331,22.81400992,1.728503389
IND,mumbai,31:30.0,420.8,29,42,100,30,31:30.0,27.75432771,25.99252753,1.761800178
IND,mumbai,31:30.0,690.7,44,70,163,49,31:30.0,31.01662308,29.18144442,1.835178663
IND,mumbai,31:30.0,1546,61,154,345,68,31:30.0,34.81298462,32.3349562,2.478028419
IND,mumbai,01:30.0,1999.7,66,193.3,425,74,01:30.0,35.8928117,33.00730538,2.885506312
IND,mumbai,16:30.0,1803.7,59,176.6,412,68,16:30.0,34.60754734,32.32085224,2.286695095
IND,mumbai,16:30.0,1040.6,40,105,248,47,16:00.0,30.52870436,29.37123377,1.157470595
IND,mumbai,16:30.0,682.8,31,66.8,182,37,16:30.0,28.36308093,27.19369961,1.169381324
IND,mumbai,16:30.0,602.3,25,59.3,165,30,16:30.0,26.78504415,25.9870906,0.797953551
IND,mumbai,31:30.0,455.7,25,45.8,121,31,31:30.0,26.95045546,26.24549772,0.704957742
IND,mumbai,31:30.0,662,31,70.3,177,37,31:30.0,28.32672986,27.53741541,0.789314449
IND,mumbai,01:30.0,639.8,30,64.8,175,37,16:30.0,28.14320826,27.8554204,0.287787858
IND,mumbai,16:30.0,485.8,27,53.5,147,32,01:30.0,27.59666224,27.94627983,-0.349617586
IND,mumbai,46:30.0,260.2,22,27.9,74,29,46:30.0,26.1657427,27.68498251,-1.519239808
IND,mumbai,16:30.0,218.3,19,26.4,65,26,16:30.0,25.36523873,27.00506779,-1.639829062
IND,mumbai,16:30.0,108.7,5,11.9,33,10,16:30.0,22.3451463,23.68460657,-1.339460269
IND,mumbai,31:30.0,25.1,0,3,7,0,31:30.0,18.77474597,18.53343538,0.241310587
IND,mumbai,31:30.0,38.9,0,4,7,0,31:30.0,17.29564103,17.0324658,0.263175223
IND,mumbai,31:30.0,22.1,0,3.9,5,0,31:30.0,16.35439238,16.17689598,0.177496406
IND,mumbai,31:30.0,26.7,0,3.8,3,0,31:30.0,16.34355198,16.03009851,0.313453466
IND,mumbai,31:30.0,23.1,0,4.4,6,0,31:30.0,17.02480317,16.5563831,0.468420068
IND,mumbai,31:30.0,39.3,0,5.6,9,0,31:30.0,18.16111375,17.48147962,0.67963413
IND,mumbai,31:30.0,50.8,0,6,12,0,31:30.0,19.77974182,18.48172507,1.298016748
IND,mumbai,31:30.0,119.3,6,12.7,21,13,31:30.0,22.42897075,20.68611491,1.742855841
IND,mumbai,31:30.0,298.7,19,28.2,68,26,31:30.0,25.14014369,22.97350152,2.16664217
IND,mumbai,31:30.0,453.2,28,42.3,104,29,31:30.0,27.32649495,25.47866433,1.847830627
IND,mumbai,31:30.0,686.4,36,64.8,161,38,31:30.0,29.36306326,27.44163839,1.921424871
IND,mumbai,31:30.0,1244.2,46,111.4,284,52,31:30.0,31.4034837,28.69038286,2.71310084
IND,mumbai,01:30.0,1389.5,47,132,312,54,01:30.0,31.62047413,28.7023232,2.918150931
IND,mumbai,16:30.0,1228,42,121.7,280,51,16:30.0,30.67083711,28.15331096,2.517526146
IND,mumbai,16:30.0,727.1,27,67,177,40,16:30.0,27.5868679,26.6072682,0.979599701
IND,mumbai,16:30.0,427.8,20,41.9,111,34,16:30.0,25.723432,25.08958971,0.633842289
IND,mumbai,16:30.0,375.9,15,32.4,75,25,16:30.0,24.43963137,24.05369655,0.38593482
IND,mumbai,31:30.0,276.7,15,25.6,64,21,31:30.0,24.40961258,23.94654617,0.463066404
IND,mumbai,31:30.0,244.1,16,23.4,57,25,31:31.5,24.49475457,24.29940406,0.195350508
IND,mumbai,16:30.0,269.8,15,25.8,70,24,16:30.0,24.40820078,24.27278896,0.135411823
IND,mumbai,16:30.0,167.6,10,14.9,45,16,16:30.0,23.43152953,23.45372822,-0.022198694
IND,mumbai,16:30.0,67.9,3,5.8,21,4,16:30.0,21.89606794,22.03715146,-0.141083516
IND,mumbai,31:30.0,46.9,0,3.6,17,0,31:30.0,19.8530381,19.82955227,0.023485824
IND,mumbai,31:30.0,30.9,0,3.7,11,0,31:30.0,18.97893173,18.73571054,0.243221194
IND,mumbai,31:30.0,40,0,4.3,9,0,31:30.0,17.88911526,17.38727433,0.501840937
IND,mumbai,31:30.0,13.8,0,3,5,0,31:30.0,17.04464111,16.7235173,0.321123814
IND,mumbai,31:30.0,17.2,0,2.9,4,0,31:30.0,16.60456322,16.36021944,0.244343774
IND,mumbai,31:30.0,20,0,3.4,4,0,31:30.0,16.869995,16.53042713,0.339567863
IND,mumbai,31:30.0,34.7,0,5.3,11,0,31:30.0,17.7031242,17.09549159,0.607632612
IND,mumbai,31:30.0,86.2,0,7.3,20,0,31:30.0,19.18480608,18.31796394,0.866842142
IND,mumbai,31:30.0,148.2,2,17.4,30,12,31:30.6,21.80543057,19.6077416,2.197688974
IND,mumbai,31:30.0,298,15,30.3,57,29,31:30.0,24.38060741,22.05170883,2.328898586
IND,mumbai,31:30.0,320.8,24,34.6,86,46,31:30.0,26.49436853,24.58153116,1.912837365
IND,mumbai,31:30.0,560.7,33,59.1,142,52,31:30.0,28.51781091,27.44808032,1.069730595
IND,mumbai,31:30.0,920.5,43,91.9,215,61,31:30.0,30.80807411,29.78345713,1.024616974
IND,mumbai,31:30.0,1417,54,138.3,329,73,31:30.0,33.33622886,31.69658724,1.639641613
IND,mumbai,01:30.0,1699.2,57,149.9,380,75,46:30.0,33.7503661,31.94189714,1.80846896
IND,mumbai,16:30.0,1586.7,53,159.9,393,69,16:30.0,33.19549061,31.62966945,1.565821153
IND,mumbai,16:30.0,1146.9,43,117.4,291,56,16:30.0,30.96388382,29.9689178,0.994966019
IND,mumbai,16:30.0,1071.2,40,113.2,258,51,16:30.0,29.9804554,28.48924922,1.491206172
IND,mumbai,16:30.0,847.4,33,86.1,206,45,16:30.0,28.53443495,27.5180563,1.016378649
IND,mumbai,31:30.0,759.5,32,77.7,200,44,31:30.0,28.27631679,27.64216597,0.634150817
IND,mumbai,46:00.0,767.6,35,79.6,205,47,31:30.0,28.79820343,28.16584578,0.632357654
IND,mumbai,16:30.0,760.1,33,82.7,212,46,16:30.0,28.53213717,28.29485961,0.237277562
IND,mumbai,16:30.0,492.2,26,52.7,134,35,16:30.0,27.25119541,27.37311329,-0.121917877
IND,mumbai,16:30.0,185,14,21.3,53,19,16:30.0,24.65914513,25.31247133,-0.653326205
IND,mumbai,16:30.0,96.6,7,9.9,24,11,16:30.0,23.01837677,23.24636081,-0.227984042
IND,mumbai,16:30.0,92.3,1,9.2,24,4,16:30.0,21.41923237,21.35564566,0.063586713
IND,mumbai,31:30.0,27,0,4.7,7,0,31:30.0,18.66486752,18.08296302,0.581904506
IND,mumbai,31:30.0,41.3,0,6.9,8,0,31:30.0,17.20759592,16.84120753,0.36638839
IND,mumbai,31:30.0,53,0,8.6,8,0,31:30.0,16.38126201,16.21996611,0.1612959
IND,mumbai,31:30.0,20,0,4.6,4,0,31:30.0,16.51032569,16.27589131,0.234434378
IND,mumbai,31:30.0,43.5,0,6.5,9,0,31:30.0,17.51080113,16.88481554,0.625985587
IND,mumbai,31:30.0,71.5,0,8.2,17,0,31:30.0,18.62435259,17.93512649,0.689226108
IND,mumbai,31:30.0,46.4,0,6.2,12,2,31:30.0,20.30700466,19.09746174,1.209542924
IND,mumbai,31:30.0,121.1,7,15.2,34,15,31:30.0,22.6306203,21.52942765,1.101192644
IND,mumbai,31:30.0,225.7,19,24.4,58,29,31:30.0,25.33564206,24.17854876,1.157093297
IND,mumbai,31:30.0,482.6,30,47.4,105,43,31:30.0,28.07077392,27.57982031,0.490953606
IND,mumbai,31:30.0,687.6,45,69.9,176,63,31:30.0,31.16869236,30.74644434,0.422248023
IND,mumbai,31:30.0,1450.7,64,142.1,313,85,31:30.0,35.14679054,33.44060998,1.70618056
IND,mumbai,01:30.0,1768.4,67,190.7,415,90,01:30.0,35.78329491,33.85527084,1.928024067
IND,mumbai,16:30.0,1764.9,61,178.9,413,82,16:30.0,34.77541494,33.12732107,1.648093865
IND,mumbai,16:30.0,1055.6,45,109.7,265,59,16:30.0,31.24555568,30.35596927,0.88958641
IND,mumbai,16:30.0,945.8,35,99.7,239,47,16:30.0,29.11433756,27.97655989,1.137777665
IND,mumbai,16:30.0,711,27,67.4,175,39,16:30.0,27.13301085,26.48638523,0.64662562
IND,mumbai,31:30.0,396,25,44,107,35,31:30.0,26.4048004,26.04087937,0.36392103
IND,mumbai,31:30.0,664.3,31,69,181,47,31:30.0,27.99007733,27.47712298,0.512954353
IND,mumbai,46:30.0,652.1,31,72.6,162,48,01:30.0,28.15468415,28.26506714,-0.110382987
IND,mumbai,16:30.0,604.6,29,60.5,156,43,01:30.0,27.73725309,28.22228221,-0.485029121
IND,mumbai,16:30.0,366.8,23,39.3,99,39,16:30.0,26.34217941,27.87623711,-1.5340577
IND,mumbai,16:30.0,243.9,18,29.1,69,33,16:30.0,25.05663845,26.64184806,-1.585209607
IND,mumbai,16:30.0,126.6,6,14.5,34,14,16:30.0,22.33385582,23.52781041,-1.193954593
IND,mumbai,31:30.0,29.9,0,4.3,8,0,31:30.0,19.01195929,18.7090558,0.302903487
IND,mumbai,31:30.0,61.4,0,12.2,16,0,31:30.0,17.61209766,17.12019786,0.491899806
IND,mumbai,31:30.0,74.1,0,13.8,12,0,31:30.0,16.61446588,16.31606123,0.298404645
IND,mumbai,31:30.0,64.1,0,10.3,13,0,31:30.0,16.54572454,16.20084007,0.344884473
IND,mumbai,31:30.0,33.4,0,5.8,7,0,31:30.0,17.07362188,16.627537,0.44608488
IND,mumbai,31:30.0,45.9,0,5.6,10,0,31:30.0,17.97981477,17.43449156,0.545323212
IND,mumbai,31:30.0,56.8,0,7.8,17,0,31:30.0,19.69011347,18.52395925,1.166154216
IND,mumbai,31:30.0,75.2,3,10.3,23,7,31:30.0,21.87571233,20.78690366,1.088808674
IND,mumbai,31:30.0,178.7,14,14.4,44,18,31:30.0,24.52173645,23.37623719,1.145499255
IND,mumbai,31:30.0,443.6,27,45.9,96,31,31:30.0,27.36438974,26.91689344,0.447496297
IND,mumbai,31:30.0,642.1,42,68.1,149,51,31:30.0,30.67595468,30.11282551,0.563129163
IND,mumbai,31:30.0,1307.7,61,136.2,294,75,31:30.0,34.53362034,32.8873351,1.646285241
IND,mumbai,31:30.0,1729.8,65,184.9,390,83,46:30.0,35.35108336,33.12354565,2.227537708
IND,mumbai,16:30.0,1659,61,175.3,394,79,16:30.0,34.61919112,32.69201945,1.927171668
IND,mumbai,16:30.0,1114.3,44,114.7,256,55,16:30.0,31.10720529,29.92051557,1.186689715
IND,mumbai,16:30.0,791.8,36,80.3,195,41,16:30.0,29.27363581,27.72566296,1.547972857
IND,mumbai,16:30.0,600.9,30,64.7,143,35,16:30.0,27.90013826,26.53434753,1.365790731
IND,mumbai,31:30.0,463,27,50.6,130,37,31:30.0,27.09342497,26.88332687,0.210098091
IND,mumbai,31:30.0,625.2,31,62.2,160,44,31:30.0,28.3664698,28.44242125,-0.075951447
IND,mumbai,46:30.0,651.1,31,72.7,178,44,16:30.0,28.37463135,28.81178543,-0.43715408
IND,mumbai,16:30.0,524.5,29,57.5,145,40,16:30.0,27.77779409,28.62270031,-0.844906225
IND,mumbai,01:30.0,338.3,24,37,91,38,46:30.0,26.38160321,27.99435911,-1.612755894
IND,mumbai,16:30.0,276.3,19,32.4,72,34,16:30.0,25.27496147,27.00454201,-1.729580538
IND,mumbai,16:30.0,105.2,6,12,34,15,16:30.0,22.18616066,23.53509319,-1.348932532
IND,mumbai,01:30.0,88.8,3,9.9,28,15,16:30.0,21.56948247,22.65492556,-1.085443096
IND,mumbai,31:30.0,32,0,3.3,10,0,31:30.0,18.70817808,18.40826475,0.299913325
IND,mumbai,31:30.0,39.2,0,7.4,8,0,31:30.0,17.35433626,17.10098453,0.253351727
IND,mumbai,31:30.0,74.3,0,9.5,12,0,31:30.0,16.59588901,16.42835282,0.167536188
IND,mumbai,31:30.0,34.4,0,5.9,8,0,31:30.0,16.63969867,16.32410679,0.315591884
IND,mumbai,31:30.0,51.7,0,7.2,11,0,31:30.0,17.50456506,16.79709175,0.707473313
IND,mumbai,31:30.0,73.6,0,8.9,18,0,31:30.0,19.13834978,17.65880571,1.479544071
IND,mumbai,31:30.0,202.3,3,18.7,38,0,31:30.0,22.08186236,18.60480167,3.477060689
IND,mumbai,31:30.0,508.8,21,47.2,90,2,31:30.0,25.69117845,20.64895297,5.042225475
IND,mumbai,31:30.0,1025.8,31,73.5,161,16,31:30.0,27.96046211,23.16040601,4.800056104
IND,mumbai,31:30.0,1358.5,42,101.9,225,32,31:30.0,30.52142488,26.7688078,3.752617073
IND,mumbai,31:30.0,2067.5,56,156.4,365,53,31:30.0,33.51882031,30.08427072,3.434549594
IND,mumbai,31:30.0,2548.4,68,209.3,471,75,31:30.0,36.0016742,33.05231799,2.949356204
IND,mumbai,01:30.0,2535.3,69,222.3,526,81,46:30.0,36.25942968,33.59809364,2.661336039
IND,mumbai,16:30.0,2317.5,63,197.8,472,76,16:30.0,35.01633383,32.78068496,2.235648867
IND,mumbai,16:31.3,1480.7,47,133.2,327,51,16:30.0,31.6557256,29.64616834,2.009557266
IND,mumbai,16:30.0,1271.9,40,113.7,263,41,16:30.0,30.04051658,27.44593953,2.594577053
IND,mumbai,01:30.0,1238.4,38,108.3,262,41,16:30.0,29.56544856,27.12160282,2.443845732
IND,mumbai,16:30.0,844.9,31,84.1,208,35,16:30.0,28.11858439,26.34618025,1.772404137
IND,mumbai,31:30.0,708,29,61.5,162,36,31:30.0,27.64218601,26.71414368,0.928042331
IND,mumbai,46:30.0,840.6,32,78.1,201,46,31:30.0,28.1302666,27.61081196,0.519454639
IND,mumbai,16:30.0,746.8,29,75.8,191,46,01:30.0,27.66437786,28.10521604,-0.440838171
IND,mumbai,16:30.0,415.5,22,43.2,119,43,46:30.0,25.95046891,28.01871494,-2.068246031
IND,mumbai,16:30.0,122.1,11,11.8,43,43,01:30.0,24.05810947,27.98361339,-3.925503917
IND,mumbai,16:30.0,69.1,4,6.1,25,38,16:30.0,22.64344191,27.09509503,-4.451653122
IND,mumbai,31:30.0,48.5,0,4.9,13,18,16:30.0,20.23231,21.11707091,-0.884760907
IND,mumbai,31:30.0,66.1,0,7.3,16,0,31:30.0,18.75448341,18.21230129,0.542182121
IND,mumbai,31:30.0,58.1,0,6.4,11,0,31:30.0,17.2507358,16.92724459,0.323491212
IND,mumbai,31:30.0,39.7,0,5.5,11,0,31:30.0,16.56195124,16.32840908,0.233542159
IND,mumbai,31:30.0,20.3,0,3.3,5,0,31:30.0,16.71575618,16.16542878,0.550327394
IND,mumbai,31:30.0,66.3,0,6.2,14,0,31:30.0,17.90576155,16.62968282,1.276078729
IND,mumbai,31:30.0,147.6,0,13.7,26,0,31:30.0,19.66760667,17.44824531,2.219361364
IND,mumbai,31:30.0,298.3,6,28.6,61,0,31:30.0,22.40538242,18.38228245,4.023099967
IND,mumbai,31:30.0,460.3,17,44.7,90,0,31:30.0,24.70394592,20.34562856,4.358317364
IND,mumbai,31:30.0,601.6,29,57.8,126,14,31:30.0,27.46065978,22.89794701,4.562712769
IND,mumbai,31:30.0,871.2,42,89.3,188,30,31:30.0,30.2301837,26.19089221,4.039291493
IND,mumbai,31:30.0,1309.6,59,129,269,50,31:30.0,33.87011269,29.68331253,4.18680016
IND,mumbai,31:30.0,2113.8,76,206.6,440,71,31:30.0,37.34965155,32.54609441,4.803557141
IND,mumbai,46:30.0,2669.2,82,270.2,558,77,01:30.0,38.69215551,33.08182707,5.610328436
IND,mumbai,16:30.0,2639,76,272.8,566,72,16:30.0,37.52715012,32.27197856,5.255171567
IND,mumbai,16:30.0,1687.6,56,171.8,360,49,16:30.0,33.33747694,29.42187256,3.915604386
IND,mumbai,16:30.0,1320.6,46,131.6,315,40,16:30.0,31.12289428,27.21943738,3.903456894
IND,mumbai,46:30.0,1230.7,42,119.1,271,40,16:30.0,30.21611753,26.56734707,3.648770469
IND,mumbai,16:30.0,1156.9,40,110.8,251,36,16:30.0,29.82487437,26.25001613,3.574858241
IND,mumbai,31:30.0,880.6,36,87.3,218,40,31:30.0,29.19087797,26.77637968,2.414498288
IND,mumbai,31:30.0,1119.5,43,108.9,271,48,31:30.0,30.69842559,28.14301181,2.555413782
IND,mumbai,01:30.0,1105.3,43,113,275,48,31:30.0,30.72368527,28.50251067,2.221174601
IND,mumbai,16:30.0,855.7,37,86.5,211,50,31:30.0,29.63343246,28.58375987,1.04967259
IND,mumbai,16:30.0,642.4,32,67.1,157,51,46:30.0,28.28231874,28.21388302,0.068435719
IND,mumbai,16:30.0,504.5,25,57.8,123,45,16:30.0,26.47537999,27.23803,-0.76265001
IND,mumbai,16:30.0,159.4,8,19,45,20,16:30.0,22.76131126,23.76258,-1.001268743
IND,mumbai,31:30.0,45,0,4.7,13,20,16:30.0,20.78042634,21.19095101,-0.410524663
IND,mumbai,31:30.0,72.1,0,8.7,19,0,31:30.0,19.07328509,18.73219055,0.341094544
IND,mumbai,31:30.0,40.3,0,4.8,12,0,31:30.0,17.22445933,17.06246296,0.161996364
IND,mumbai,31:30.0,29,0,4.4,7,0,31:30.0,16.33230274,16.24804062,0.084262122
IND,mumbai,31:30.0,9,0,1.4,3,0,31:30.0,16.21352177,16.04199656,0.171525208
IND,mumbai,31:30.0,17.5,0,2.7,6,0,31:30.0,16.98023599,16.48790874,0.492327243
IND,mumbai,31:30.0,46.9,0,5.5,12,0,31:30.0,18.1847101,17.30454154,0.880168557
IND,mumbai,31:30.0,86,0,11.6,17,0,31:30.0,20.10564897,18.33139049,1.774258485
IND,mumbai,31:30.0,325.4,9,29.5,43,0,31:30.0,23.03802146,20.21653195,2.821489506
IND,mumbai,31:30.0,456.9,19,40.8,65,9,31:30.0,25.19634845,22.55878682,2.637561631
IND,mumbai,31:30.0,612,30,54.7,117,24,31:30.0,27.89626889,25.73433429,2.161934601
IND,mumbai,31:30.0,1013.5,49,98.3,199,43,31:30.0,31.87470928,28.95717736,2.917531928
IND,mumbai,31:30.0,1724.2,68,180.2,390,67,31:30.0,35.91143687,31.86540845,4.046028425
IND,mumbai,01:30.0,2115.8,74,210.5,470,72,46:30.0,37.04272754,32.52048685,4.522240689
IND,mumbai,16:30.0,2180.7,68,240.5,511,67,16:30.0,35.91975427,31.73459,4.185164268
IND,mumbai,16:00.0,1099.5,47,125.1,291,43,16:30.0,31.46587549,28.91326097,2.552614522
IND,mumbai,16:30.0,882.6,37,90.5,222,33,16:30.0,29.35130904,26.86746506,2.483843982
IND,mumbai,16:30.0,664.8,30,67,162,27,46:30.0,27.65474341,25.70003564,1.954707764
IND,mumbai,31:30.0,586.8,31,58.9,146,31,31:30.0,27.94399043,26.07616512,1.867825307
IND,mumbai,31:30.0,1010.7,37,96.9,258,39,31:30.0,29.59722788,27.39520323,2.202024647
IND,mumbai,16:30.0,1012.2,37,99.9,251,39,01:30.0,29.50482637,27.61196629,1.892860083
IND,mumbai,01:30.0,642.8,32,63.2,165,38,31:30.0,28.26111816,27.6293685,0.631749657
IND,mumbai,46:30.0,397.6,29,52.8,109,41,46:30.0,27.4111838,27.49731909,-0.086135291
IND,mumbai,16:30.0,393.2,26,49.7,97,37,16:30.0,26.49399088,26.78720004,-0.293209161
IND,mumbai,16:30.0,188.8,10,25.9,59,17,16:30.0,23.11999539,23.47226558,-0.352270192
IND,mumbai,31:30.0,46.2,0,4.6,10,0,31:30.0,18.5621553,18.1878262,0.374329107
IND,mumbai,31:30.0,25.8,0,3.8,5,0,31:30.0,16.94064261,16.80705047,0.133592133
IND,mumbai,31:30.0,48.2,0,6.6,8,0,31:30.0,16.31035412,16.19403517,0.116318954
IND,mumbai,31:30.0,41.5,0,6.4,5,0,31:30.0,16.21863069,16.00510462,0.213526065
IND,mumbai,31:30.0,48.5,0,6.1,10,0,31:30.0,16.9310743,16.54161573,0.389458575
IND,mumbai,31:30.0,54.7,0,8.2,12,0,31:30.0,18.05395631,17.37114533,0.682810977
IND,mumbai,31:30.0,127.7,0,11,14,0,31:30.0,20.26207985,18.25200192,2.010077928
IND,mumbai,31:30.0,267.3,13,27.6,39,8,31:30.0,23.39686742,20.22092245,3.175944967
IND,mumbai,31:30.0,490.1,26,46.3,110,23,31:30.0,26.27246546,22.5165618,3.755903657
IND,mumbai,31:30.0,687,29,60,131,31,31:30.0,27.3193754,25.1220674,2.197308
IND,mumbai,31:30.0,797.3,38,69.7,186,39,31:30.0,29.55456184,26.98268765,2.57187419
IND,mumbai,31:30.0,1479.2,52,131,319,46,31:30.0,32.31637316,28.00487693,4.311496227
IND,mumbai,01:30.0,1691.9,54,148.7,370,48,46:30.0,32.63202102,28.03487866,4.597142361
IND,mumbai,16:30.0,1521.9,51,145.4,361,44,16:30.0,32.14203548,27.34989085,4.792144622
IND,mumbai,16:30.0,930.7,40,93.2,218,33,16:30.0,29.68839654,25.81573299,3.872663541
IND,mumbai,16:30.0,835.4,34,85,194,28,16:30.0,28.27885015,24.62591202,3.652938131
IND,mumbai,16:30.0,502.9,25,56.7,133,22,16:30.0,26.26646914,23.66739883,2.599070309
IND,mumbai,31:30.0,365.7,21,35.6,90,19,31:30.0,25.59057482,23.77276653,1.817808295
IND,mumbai,31:31.5,414.6,25,44.6,101,23,31:30.0,26.29996284,24.15111809,2.148844751
IND,mumbai,16:30.0,431.5,24,44.3,104,22,16:30.0,26.06621869,24.04981546,2.016403227
IND,mumbai,01:30.0,380.4,23,40,97,22,16:30.0,25.77586425,23.93952887,1.836335382
IND,mumbai,16:30.0,278.5,16,27.1,72,14,16:30.0,24.47349641,23.2384284,1.235068011
IND,mumbai,16:30.0,113.2,4,10,31,3,16:30.0,22.0508154,21.78005704,0.27075836
IND,mumbai,31:30.0,86.5,0,10.5,18,0,31:30.0,19.74951474,19.55129615,0.198218586
IND,mumbai,31:30.0,80.8,0,8.3,16,0,31:30.0,18.815579,18.36020167,0.455377326
IND,mumbai,31:30.0,45.2,0,7.6,13,0,31:30.0,17.92050836,17.06821919,0.852289168
IND,mumbai,31:30.0,60.8,0,10,11,0,31:30.0,16.91452939,16.50566746,0.408861933
IND,mumbai,31:30.0,55.9,0,8.5,9,0,31:30.0,16.5527785,16.1853037,0.367474801
IND,mumbai,31:30.0,67.2,0,6.7,9,0,31:30.0,16.98476769,16.48390068,0.500867006
IND,mumbai,31:30.0,70.3,0,7.7,14,0,31:30.0,18.29852971,17.1407822,1.157747507
IND,mumbai,31:30.0,148.7,0,17,31,0,31:30.0,20.60310403,18.20331399,2.399790033
IND,mumbai,31:30.6,373.7,12,34,61,9,31:30.0,23.65709491,19.3497091,4.307385804
IND,mumbai,31:30.0,543.7,29,61.5,110,22,31:30.0,27.17928228,21.73807097,5.441211305
IND,mumbai,31:30.0,1191.8,46,109.3,191,32,31:30.0,30.95254038,24.28735939,6.665180989
IND,mumbai,31:30.0,1639.2,52,121,240,40,31:30.0,32.64863411,27.17705573,5.47157838
IND,mumbai,31:30.0,1799.9,61,138.9,311,52,31:30.0,34.58871273,29.49038182,5.098330906
IND,mumbai,31:30.0,2287.1,73,194,425,65,31:32.3,36.99082538,31.15206996,5.83875542
IND,mumbai,46:30.0,2692.7,75,245,559,70,31:30.0,37.38660551,31.24634981,6.140255704
IND,mumbai,16:30.0,2401.9,69,233.9,529,69,16:30.0,36.06855981,30.68437859,5.384181218
IND,mumbai,16:30.0,1696.8,56,169.8,378,56,16:30.0,33.35100704,29.35282323,3.998183815
IND,mumbai,16:30.0,1724.1,51,158.3,352,52,16:30.0,32.01656785,27.96754913,4.04901872
IND,mumbai,16:30.0,1270.9,45,123.7,273,44,01:30.0,30.67705934,27.21186181,3.465197526
